language;text;class
"en";"Ontop of being sick now my stomach is killing me 👌🏼 nice";
"en";"I have a 102.5 fever, awesome 🤒 https://t.co/99IuAnDYy0";
"en";"Wow its cold ay efffff 😩";
"en";"Wow its cold ay efffff 😩";
"en";"@daveskoster @iekenner It's not too cold to refuse to go back outside.";
"en";"@ConanOBrien thank you from the bottom of my cold Wisconsin heart for this.";
"en";"I hate bn sick I'm freezing to death!!! (@ burrrrr in Muscle Shoals, AL) https://t.co/S4ROtCLorm";
"en";"@realDonaldTrump @mike_pence @IvankaTrump Can't wait for 1-20-17🇺🇸 Sick of the Embarrassing Obamas!! #MakeAmericaGreatAgain #TrumpTrain🇺🇸🇺🇸";
"en";"@anthonymcg That awful flu is going around, I'm sure some more than we thought will be afflicted";
"en";"Cold weather got these Tolians acting out";
"en";"Researchers prove that #smartwatches know you’re sick even before you do: #wearables #AI #DigitalHealth https://t.co/AlNU1edaX3";
"en";"@Snubs eating healthy, and plenty of sleep are the way I keep away from sick, I work in a flying Petri dish.";
"en";"@shan_shady13 that's cold af isn't she low key insulting herself doe?? She made so many of you";
"en";"As if the hangover wasn't bad enough, I woke up sick AF &amp; now my cramps won't let me be.";
"en";"@tpireland I need to to get my 2017 onto a healthy track as I've had the vomiting bug + flu already this year ~ eas… https://t.co/cK5FgDXDXf";
"en";"YJ: Hyung, im so cold~ 😯😣😦😟 JY: Its ok. Im here!! 😊😊😊😊 Jinyoung ahhhh~ Gomawo!!!!! 😢😢😢🙏🙏🙏 And Youngjae ahh~ Let me… https://t.co/3JtqW40Jt2";
"en";"When you're feeling as sick AF 😷🤢🤢🤢 https://t.co/P2QxsOl575";
"en";"I hate being sick so much";
"en";"wtf so it's not raining or cold";
"en";"@mizzlizzieo @coalese @eligwy77 @LeemitageLuke @LE_ANGEL_ @arociorl Thank you Liz😘,it sucks getting the flu!🤧😷🤒😔 https://t.co/sjvssyO2r3";
"en";"I'm having cold and catarrh,i ddnt say anytin now😂 https://t.co/tyCp5jOksJ";
"en";"@IngrahamAngle The whole country is sick of this rhetoric...can we talk about observing the law, having manners and being accountable, now.";
"en";"As I clean cold pressed beet juice off of my tie, I realize I've been away from Texas too long.";
"en";"Imagine if Kingdom Hearts was adapted into a film. It would be some fever-dream shit for people who havent played the games";
"en";"@NasninYu so tired of being sick";
"en";"@akanicsdad I'm sick of seeing people cite these right wing or left wing biased sources.";
"en";"They covered for modesty because some sick ideology sexualizes young children. it disgusting!!! https://t.co/No1ixOX1Dl";
"en";"@heidi_holloway Thank you Heidi! I hate getting sick!🤧🤒😷😔 https://t.co/q9dUz64F3r";
"en";"Wana know what a week in Vegas gets you? A fever.";
"en";"Really thanks for my cold shower 😡 https://t.co/e1RzncxIGl";
"en";"@yungjewishkanye hahahhaha sick fuck man";
"en";"Tired of waking up sick 😩😩";
"en";"Actually got dressed today. That means Tina and I gotta find something to do, and it's not cold out. Yup.";
"en";"So much #snow! #mountain #mountainlife #bulgaria #snowboarding #cold #winter @ Musala https://t.co/QJF0ySQ47b";
"en";"It's literally so cold and the rain makes me so lazy. Idk if I can get out of bed 😭";
"en";"Fuck y'all mad at Chrisete Michelle for?! Putting money over everything? Ain't that the way? Y'all niggas make me sick 😂😂";
"en";"it's cold af in this classroom!";
"en";"I'm still convincing myself that she's not all alone, in that cold, sterile ICU room 😭😭😭";
"en";"my math teacher was doing that earlier🤦🏾‍♀️I was sick! https://t.co/rXjkk8mLHc";
"en";"I hate the cold I hate the cold I hate the cold I hate the cold I hate the cold I hate the cold I hate the cold I hate the cold I hate the c";
"en";"What about ya firstlove , huh he played it cold didnt it, made a niggshed a tear , yea you changed a nigga🤧";
"en";"@RealJamesWoods @Vedmak00 they the ones making everyone sick,so ridiculous.";
"en";"@_StephanieL time to be hoes, cause a hoe never gets cold 😉";
"en";"@CNN are hateful, sick, ungodly, disgusting people AND VERY UN-AMERICAN. They s/be arrested for making such a stat… https://t.co/iOF92cNINJ";
"en";"Scot has been pretty sick. I asked him if he's doing okay this morning and he said he's the bad side of okay. 😂😥";
"en";"Back the fuzk all these bandz gave me da kash flu 😈💸🙌🏿👣";
"en";"Yeah no more xans for y'all this is sick 💀💀 https://t.co/5vMFCe2Ogy";
"en";"Looking for real love. Looking for the real one, it's about time I feel some sense of happiness. Sick of getting my hopes up";
"en";"Biarkan malam menjalankan bagianya. Segelas cold brew sudah cukup menghilangkan jenuh dari… https://t.co/iZLpIhITko";
"en";"@Sanam_re22 @BasitFarooqi786 IF HOT WATER IS AVAILABLE THEN NO NEED TO USE COLD WATER.";
"en";"I'm live on Highly Unique Radio https://t.co/dUe9iiBRbI #NP @supacpk ft Sick Stylez - DGAF prod by @Rhapsidi";
"en";"This is brutality. No other way to describe it. Sick misogynist brutality. https://t.co/90wBeu9ykq";
"en";"@realDonaldTrump for the interest of the rich that's your journey taking from sick &amp; old";
"en";"When the whole office is sick so you act like you are too so you can leave early when they do 🤧🤢🤒😂";
"en";"Paying tuition for cold showers";
"en";"Fed up of this cold, hurry up summer ☀";
"en";"Still sick 😭 I hate this 😕";
"en";"GO AWAY STUPID COLD";
"en";"@localguides snowy and a cold morning https://t.co/AcuWy41lFu";
"en";"'They bring you flowers when you're dead but no soup when you're sick'";
"en";"is that to much , tryna find love in a world so cold .";
"en";"I hate being sick 😩";
"en";"SOMEBODY NEEDS TO BARBECUE . I'm sick of y'all not putting y'all good talents to use 🙄";
"en";"The computer lab is so cold and I didn't bring a jacket :(";
"en";"@MalcolmIGuess call in sick bruh, monopoly nights are lit";
"en";"(Stopping midway through love making) 'Contemporary architecture leaves me cold' (Turns over, promptly falling sleep)";
"en";"Downside to being sick this week (other than being sick of course): logged 0 miles in this great January running weather 😡";
"en";"@PROPERCORN I had the vomiting bug last week and now I've come down with a heavy cold ~ ease my recovery with this… https://t.co/uYjPbhpt2S";
"en";"ugh cold water never tasted soooo gooddd";
"en";"I'm sick of getting lost in this one fucking building";
"en-gb";"@BBCCornwall @BreakfastJC try sprouts proper winter veg !! likes cold weather !";
"en";"(Stopping midway through love making) 'Contemporary architecture leaves me cold' (Turns over, promptly falling asleep)";
"en";"I'm so sick. This day can't go fast enough. I wanna go home.";
"en";"The girl behind me needs to stop coughing 🙅🏼 bye girl that's disgusting";
"en";"why is it SO cold?!";
"en";"To sum up the entire Cabinet picks makes me sick and sad for America. Praying for Devine intervention.";
"en";"@elaitin Of course! But everything seems to be going this way. Even in the Bay Area, homeless have been dying in the streets due to cold.";
"en";"@elaitin Of course! But everything seems to be going this way. Even in the Bay Area, homeless have been dying in the streets due to cold.";
"en";"hate being sick... i'm so over it 🙄";
"en";"@LouMerloni Schill is not a borderline HOFer, he should be a stone cold lock";
"en";"@YourUnicornL wondering where you were....your coffee was getting cold here.";
"en";"@ZealousZam @GinoNem I don't have the flu. Don't did what's not broken, so no need for one.";
"en";"I feel sick....";
"en";"Guys this Uber is so nice , opens the door for us , has water bottles all cold and ready, LIKKKKE😍😍";
"en";"@pRESIDENT_ALIEN @CNN A reminder of how someone can look so nice and friendly and yet can be so destructive and cold.";
"en";"BratisLOVE ❤️ #bratislava #workday #winter #cold❄ @ UFO Bridge - Bratislava https://t.co/tDCfmMGetM";
"en";"What the hell is going on. I'm sick. https://t.co/ijpWeXu7XG";
"en";"@DonaldJTrumpJr I pray for dad and family's safety tomorrow ... this is a sick world we live in😢";
"en";"@jaketapper Im so sick of this obsession.";
"en";"I woke up fucken sick 🙄🙄";
"en";"#cold #heartmelting @ Crkva Sveti Ilija Aerodrom https://t.co/vT0ezDJAeQ";
"en";"don't panic when it gets cold.";
"en";"Went to the thinkery, a kids museum we belong too, &amp; caught a sore throat. I'll be drinking cold syrup. Please be patient if ya need stuff.";
"en";"So sore from coughing all the time but if I don't go to work today I won't be able to make my car payment";
"en";"@Dots_cr hehe i Loooooooooveeeeeee this cold dots! Bring it on!";
"en";"If wanna make me sick then just one shot give me all the combo and let me get better. Else just recover and hit me after February please";
"en";"Sick Of Living With Dirty People 😒";
"en";"I'm so cold 😭";
"en";"@ajs_alien @CNNPolitics explain how you no education fuck head you trump ass. Make me sick because all yall is clueless. Got a brain of shit";
"en";"@CheriJacobus that is sick and you have my sympathy";
"en";"THESE ARE MY FAVORITE EPISODES YALL ARE COLD HEARTED AF https://t.co/rYsnEOVHgj";
"en";"I remember I lost a 250k pot in a tournament and flopped a full house. Dude had quads I was fucking sick to my stomach for 3 more hands";
"en";"Hungry as shit but it's cold and so therefore I have no motivation to get anything 😐";
"en";"I haven't even made it through a whole day of school this week... so fucking sick";
"en";"Baby its cold outside... Not when its Hot Tub Infinity Pool Time at the Award Winning… https://t.co/JzO3SrMWNz";
"en";"ugh I hate seeing Braxton this sick, I don't like it";
"en";"one minute you wake up early and go to the gym and the next you have the stomach flu @kked__8 @maddy_taylor16 https://t.co/c3d50mkrjg";
"en";"It is the third day of the semester and I am still incredibly sick. Spring semester you win";
"en";"College is fun until you get sick &amp; u just want ur mom &amp; cant leave class to throw up bc it's points off if you leave🤢";
"en-GB";"I'm 20 next year that makes me feel physically sick OH ma god";
"en";"#cold #heartmelting #dude @ Crkva Sveti Ilija Aerodrom https://t.co/FUgIOgCvAk";
"en";"Everyone is getting sick agaaaainnnn";
"en";"My little man is sick, can't wait to get home and cuddle him. 🐶😞❣️ https://t.co/oS6KkhoNcw";
"en";"I am so fucking sick";
"en";"Thanks! Disneyland today in very cold, hopefully rainy day. Although #MSEP paid preview this evening. 🤞🏼 https://t.co/AcAFP2QYGL";
"en";"@glossyfilm @BrangelinaGirl you sick idiot. I am reporting you. How dare you!!!!!!!!!!!!!!!!!";
"en";"Being cold and wet sucks. #overit";
"en";"@htdpz @VickiThomas4Him @HammUSMCretired That is one sick thing to say, then agn these libs cheer on attacking ppl for wearing a Trump hat🙄";
"en";"i'm really about to cry; i can't take how sick i am.";
"en";"Very cold game. https://t.co/0lnFSzjTQ0";
"en";"😂😂 I be like wow I'm a sick individual 🤦🏽‍♀️ https://t.co/MGLRLkCFkI";
"en";"Im so sick 😭";
"en";"LIVE TV IS SICK!!!! @SacramentoKings https://t.co/4eAUKW8ac6";
"en";"I am so excited for my bed tonight... a full nights sleep with no a sick pls";
"en";"@drangryface @LarryWebsite same, for example, i fuck up and have to eat something cold in a rush about once every week and half. v/cool";
"en";"Sore Throat, Headache, Earache and I'm freezing! THE FLU IS APPROACHING!";
"en";"Only one thing worse then taking care of a sick dog all night. It's taking care of sick Zack too.😒 😷";
"en";"I jinks my self hoping that I get sick , now I'm super sick 🙄";
"en";"@mimzzy_ I'm SICK";
"en";"Fuck im getting sick";
"en";"@SassyCassyCat @jschwartz197 Hi Sassy!!!! I bin sick. I doing betta today Medicine &amp; spesul food. Hows yu?";
"en";"Leave it to me to get sick the second week of school 🤒";
"en-gb";"And after four days at work fighting it the flu finally beat me #homeearly #bedbound… https://t.co/blmpED3y1L";
"en";"@lisaymarsh Lol. It is very clear in Kindergarten. All the stay home kids are sick most of the year.";
"en";"I be sick errrrr morning dog. 😣🤢";
"en";"A lil sweetness on this cold and frost Thursday! #honey #WeddingPlanner https://t.co/fcjLdUs33E";
"en";"Escaping the cold and wet for coffee with @Ostnttnandstyle. Arguably one of the stylish men in… https://t.co/HF4U7L4arl";
"en";"@MGiorsetti dude I put sweats on cause it's cold 🙄😂";
"en";"I'm so sick of this rain screw you Texas";
"en";"fuck the flu, i just want to feel better";
"en";"My mom let me stay so I can sleep in during first period.... I think she is getting sick";
"en";"@NixHaw @BookwormBaby25 HEY. As if I wasn't cold enough already, 😑";
"en";"Sick asf 🤒";
"en";"@MarkShurman @SashaBanksWWE Truth. Look at Bret Hart, Undertaker, Ric Flair and stone cold. Hell, Zayn is getting over by getting Braun over";
"en";"@stephenasmith you couldn't walk amile and John Lewiss shoes,all on FOXNews coon fever caught you too DAMN, Ninjas be foldin like lawnchairs";
"en";"He’s asleep or not near his phone, he’ll be sick if you asleep by the time he peeps his phone tho lmaooo https://t.co/mcRm18KA05";
"en";"Saw train to busan at my locals foreign film night, it was pretty damn good! I'm pretty sick of zombies altogether but it stayed interesting";
"en";"Woke up sick this morning. Eldest said if you &amp; daddy are both sick who will take care of us? Assuring her it's jus… https://t.co/R3AWLAtFem";
